seed,frac_overlap,model_idx,acc
0,0.8,1,0.84775
0,0.8,2,0.8425
0,0.6,1,0.854
0,0.6,2,0.8516666666666667
0,0.4,1,0.8385
0,0.4,2,0.8315
0,0.2,1,0.84
0,0.2,2,0.826
0,0.0,1,-1
0,0.0,2,-1
0,1.0,1,0.8568
0,1.0,2,0.8604
1,0.6,1,0.8326666666666667
1,0.6,2,0.836
1,0.0,1,-1
1,0.0,2,-1
1,0.4,1,0.863
1,0.4,2,0.8545
1,1.0,1,0.8442
1,1.0,2,0.845
1,0.2,1,0.877
1,0.2,2,0.845
1,0.8,1,0.8365
1,0.8,2,0.84525
2,0.6,1,0.8263333333333334
2,0.6,2,0.8353333333333334
2,1.0,1,0.839
2,1.0,2,0.842
2,0.0,1,-1
2,0.0,2,-1
2,0.8,1,0.84275
2,0.8,2,0.848
2,0.4,1,0.858
2,0.4,2,0.8755
2,0.2,1,0.853
2,0.2,2,0.866
3,0.0,1,-1
3,0.0,2,-1
3,0.2,1,0.794
3,0.2,2,0.816
3,0.6,1,0.8453333333333334
3,0.6,2,0.835
3,0.4,1,0.836
3,0.4,2,0.85
3,0.8,1,0.83575
3,0.8,2,0.83825
3,1.0,1,0.8406
3,1.0,2,0.8372
