seed,frac_overlap,model_idx,acc
0,0.2,1,0.904
0,0.2,2,0.894
0,0.4,1,0.9085
0,0.4,2,0.8945
0,0.0,1,-1
0,0.0,2,-1
0,0.8,1,0.91175
0,0.8,2,0.90825
0,0.6,1,0.9133333333333333
0,0.6,2,0.9146666666666666
0,1.0,1,0.9168
0,1.0,2,0.9144
1,0.0,1,-1
1,0.0,2,-1
1,1.0,1,0.9092
1,1.0,2,0.91
1,0.4,1,0.913
1,0.4,2,0.909
1,0.8,1,0.9085
1,0.8,2,0.91125
1,0.6,1,0.901
1,0.6,2,0.914
1,0.2,1,0.941
1,0.2,2,0.915
2,0.4,1,0.92
2,0.4,2,0.935
2,0.6,1,0.9073333333333333
2,0.6,2,0.903
2,0.0,1,-1
2,0.0,2,-1
2,0.2,1,0.909
2,0.2,2,0.937
2,1.0,1,0.909
2,1.0,2,0.9068
2,0.8,1,0.90725
2,0.8,2,0.904
3,1.0,1,0.9034
3,1.0,2,0.9024
3,0.2,1,0.881
3,0.2,2,0.905
3,0.4,1,0.9035
3,0.4,2,0.91
3,0.6,1,0.9056666666666666
3,0.6,2,0.906
3,0.0,1,-1
3,0.0,2,-1
3,0.8,1,0.90925
3,0.8,2,0.908
