seed,frac_overlap,model_idx,acc
0,0.6,1,0.8086666666666666
0,0.6,2,0.806
0,1.0,1,0.7976
0,1.0,2,0.7938
0,0.2,1,0.777
0,0.2,2,0.806
0,0.4,1,0.811
0,0.4,2,0.8105
0,0.8,1,0.80325
0,0.8,2,0.8065
0,0.0,1,-1
0,0.0,2,-1
1,0.2,1,0.823
1,0.2,2,0.828
1,0.0,1,-1
1,0.0,2,-1
1,1.0,1,0.8106
1,1.0,2,0.8114
1,0.4,1,0.824
1,0.4,2,0.8315
1,0.8,1,0.8125
1,0.8,2,0.80525
1,0.6,1,0.8086666666666666
1,0.6,2,0.809
2,0.0,1,-1
2,0.0,2,-1
2,1.0,1,0.8064
2,1.0,2,0.812
2,0.6,1,0.8183333333333334
2,0.6,2,0.8133333333333334
2,0.4,1,0.806
2,0.4,2,0.802
2,0.8,1,0.8115
2,0.8,2,0.80925
2,0.2,1,0.819
2,0.2,2,0.798
3,0.4,1,0.8185
3,0.4,2,0.819
3,1.0,1,0.8124
3,1.0,2,0.8124
3,0.2,1,0.827
3,0.2,2,0.797
3,0.6,1,0.81
3,0.6,2,0.8196666666666667
3,0.8,1,0.8075
3,0.8,2,0.8035
3,0.0,1,-1
3,0.0,2,-1
