seed,frac_overlap,model_idx,acc
0,0.8,1,0.89875
0,0.8,2,0.89325
0,0.0,1,-1
0,0.0,2,-1
0,0.6,1,0.892
0,0.6,2,0.8873333333333333
0,0.2,1,0.9
0,0.2,2,0.897
0,1.0,1,0.8932
0,1.0,2,0.8936
0,0.4,1,0.911
0,0.4,2,0.891
1,0.0,1,-1
1,0.0,2,-1
1,0.6,1,0.902
1,0.6,2,0.8996666666666666
1,0.8,1,0.9025
1,0.8,2,0.904
1,1.0,1,0.9066
1,1.0,2,0.9036
1,0.4,1,0.9075
1,0.4,2,0.929
1,0.2,1,0.913
1,0.2,2,0.915
2,1.0,1,0.8984
2,1.0,2,0.8998
2,0.2,1,0.906
2,0.2,2,0.915
2,0.0,1,-1
2,0.0,2,-1
2,0.4,1,0.8965
2,0.4,2,0.9055
2,0.6,1,0.9043333333333333
2,0.6,2,0.9063333333333333
2,0.8,1,0.898
2,0.8,2,0.90125
3,0.0,1,-1
3,0.0,2,-1
3,0.6,1,0.906
3,0.6,2,0.9096666666666666
3,1.0,1,0.9116
3,1.0,2,0.9072
3,0.4,1,0.9075
3,0.4,2,0.916
3,0.8,1,0.9045
3,0.8,2,0.9105
3,0.2,1,0.921
3,0.2,2,0.902
