seed,frac_overlap,model_idx,acc
0,0.2,1,0.872
0,0.2,2,0.883
0,0.4,1,0.876
0,0.4,2,0.8645
0,0.6,1,0.8813333333333333
0,0.6,2,0.8736666666666667
0,0.8,1,0.87825
0,0.8,2,0.8735
0,1.0,1,0.8916
0,1.0,2,0.8908
0,0.0,1,-1
0,0.0,2,-1
1,0.0,1,-1
1,0.0,2,-1
1,0.6,1,0.8723333333333333
1,0.6,2,0.8826666666666667
1,1.0,1,0.8784
1,1.0,2,0.8806
1,0.8,1,0.88075
1,0.8,2,0.88075
1,0.4,1,0.8955
1,0.4,2,0.8855
1,0.2,1,0.911
1,0.2,2,0.89
2,0.2,1,0.888
2,0.2,2,0.905
2,0.0,1,-1
2,0.0,2,-1
2,0.6,1,0.871
2,0.6,2,0.8686666666666667
2,0.8,1,0.87625
2,0.8,2,0.883
2,1.0,1,0.877
2,1.0,2,0.8864
2,0.4,1,0.89
2,0.4,2,0.915
3,0.0,1,-1
3,0.0,2,-1
3,1.0,1,0.8764
3,1.0,2,0.8812
3,0.2,1,0.834
3,0.2,2,0.873
3,0.4,1,0.878
3,0.4,2,0.8875
3,0.8,1,0.8765
3,0.8,2,0.88325
3,0.6,1,0.88
3,0.6,2,0.8743333333333333
