seed,frac_overlap,model_idx,acc
0,0.6,1,0.9033333333333333
0,0.6,2,0.9066666666666666
0,1.0,1,0.9044
0,1.0,2,0.9018
0,0.4,1,0.917
0,0.4,2,0.892
0,0.0,1,-1
0,0.0,2,-1
0,0.2,1,0.902
0,0.2,2,0.9
0,0.8,1,0.902
0,0.8,2,0.90725
1,0.4,1,0.9145
1,0.4,2,0.927
1,0.6,1,0.9056666666666666
1,0.6,2,0.911
1,0.8,1,0.91725
1,0.8,2,0.90775
1,0.0,1,-1
1,0.0,2,-1
1,0.2,1,0.91
1,0.2,2,0.934
1,1.0,1,0.9106
1,1.0,2,0.9108
2,0.8,1,0.9145
2,0.8,2,0.90925
2,0.6,1,0.9146666666666666
2,0.6,2,0.9133333333333333
2,0.2,1,0.925
2,0.2,2,0.911
2,1.0,1,0.912
2,1.0,2,0.9052
2,0.0,1,-1
2,0.0,2,-1
2,0.4,1,0.9145
2,0.4,2,0.9105
3,0.0,1,-1
3,0.0,2,-1
3,0.2,1,0.92
3,0.2,2,0.904
3,0.8,1,0.91
3,0.8,2,0.9105
3,0.4,1,0.9205
3,0.4,2,0.9235
3,0.6,1,0.9153333333333333
3,0.6,2,0.9186666666666666
3,1.0,1,0.8454
3,1.0,2,0.9194
