seed,frac_overlap,model_idx,acc
0,1.0,1,0.7613
0,1.0,2,0.7607
0,0.8,1,0.7602
0,0.8,2,0.7624
0,0.2,1,0.7609
0,0.2,2,0.7611
0,0.0,1,0.7633
0,0.0,2,0.7612
0,0.4,1,0.7621
0,0.4,2,0.7587
0,0.6,1,0.7603
0,0.6,2,0.7637
1,0.2,1,0.7616
1,0.2,2,0.7651
1,0.4,1,0.7654
1,0.4,2,0.762
1,0.6,1,0.7627
1,0.6,2,0.7578
1,1.0,1,0.7635
1,1.0,2,0.7641
1,0.8,1,0.7677
1,0.8,2,0.7641
1,0.0,1,0.7644
1,0.0,2,0.7604
2,0.6,1,0.761
2,0.6,2,0.7556
2,0.4,1,0.7621
2,0.4,2,0.7582
2,0.2,1,0.7603
2,0.2,2,0.7619
2,0.0,1,0.7605
2,0.0,2,0.7661
2,0.8,1,0.7605
2,0.8,2,0.7646
2,1.0,1,0.7607
2,1.0,2,0.7636
3,0.0,1,0.762
3,0.0,2,0.7631
3,0.6,1,0.7595
3,0.6,2,0.7638
3,0.8,1,0.7609
3,0.8,2,0.7606
3,1.0,1,0.7618
3,1.0,2,0.7622
3,0.4,1,0.7615
3,0.4,2,0.762
3,0.2,1,0.7603
3,0.2,2,0.7638
