seed,frac_overlap,model_idx,acc
0,0.4,1,0.8664
0,0.4,2,0.8661
0,0.2,1,0.8547
0,0.2,2,0.8664
0,1.0,1,0.8653
0,1.0,2,0.8686
0,0.0,1,0.8662
0,0.0,2,0.8694
0,0.8,1,0.8605
0,0.8,2,0.8647
0,0.6,1,0.8672
0,0.6,2,0.8536
1,0.8,1,0.8698
1,0.8,2,0.8678
1,0.2,1,0.8666
1,0.2,2,0.8662
1,0.4,1,0.8695
1,0.4,2,0.8615
1,1.0,1,0.8674
1,1.0,2,0.8681
1,0.6,1,0.8647
1,0.6,2,0.8677
1,0.0,1,0.8645
1,0.0,2,0.8682
2,0.4,1,0.868
2,0.4,2,0.8686
2,1.0,1,0.8695
2,1.0,2,0.8677
2,0.6,1,0.8677
2,0.6,2,0.8622
2,0.0,1,0.8649
2,0.0,2,0.8644
2,0.8,1,0.839
2,0.8,2,0.8647
2,0.2,1,0.8564
2,0.2,2,0.8708
3,0.2,1,0.8683
3,0.2,2,0.8637
3,0.6,1,0.8691
3,0.6,2,0.8681
3,0.0,1,0.8607
3,0.0,2,0.8551
3,0.4,1,0.8665
3,0.4,2,0.865
3,0.8,1,0.8663
3,0.8,2,0.8519
3,1.0,1,0.8669
3,1.0,2,0.8674
