seed,frac_overlap,model_idx,acc
0,0.6,1,0.834
0,0.6,2,0.8399
0,1.0,1,0.8359
0,1.0,2,0.838
0,0.0,1,0.8332
0,0.0,2,0.8375
0,0.8,1,0.8387
0,0.8,2,0.8361
0,0.4,1,0.834
0,0.4,2,0.8389
0,0.2,1,0.8389
0,0.2,2,0.8347
1,1.0,1,0.8349
1,1.0,2,0.835
1,0.8,1,0.8333
1,0.8,2,0.8364
1,0.6,1,0.8315
1,0.6,2,0.8345
1,0.0,1,0.8408
1,0.0,2,0.8034
1,0.4,1,0.8328
1,0.4,2,0.838
1,0.2,1,0.8362
1,0.2,2,0.8362
2,0.0,1,0.8374
2,0.0,2,0.8333
2,0.4,1,0.8367
2,0.4,2,0.8347
2,0.2,1,0.815
2,0.2,2,0.8339
2,1.0,1,0.8339
2,1.0,2,0.8302
2,0.8,1,0.8382
2,0.8,2,0.8308
2,0.6,1,0.8224
2,0.6,2,0.8327
3,0.4,1,0.8406
3,0.4,2,0.8278
3,0.6,1,0.8399
3,0.6,2,0.8232
3,0.8,1,0.8406
3,0.8,2,0.8343
3,0.0,1,0.8392
3,0.0,2,0.8376
3,1.0,1,0.8394
3,1.0,2,0.838
3,0.2,1,0.8379
3,0.2,2,0.8346
