seed,frac_overlap,model_idx,acc
0,0.2,1,0.7282
0,0.2,2,0.7287
0,0.4,1,0.7276
0,0.4,2,0.7263
0,0.8,1,0.7254
0,0.8,2,0.7292
0,0.0,1,0.7297
0,0.0,2,0.7303
0,0.6,1,0.7289
0,0.6,2,0.7294
0,1.0,1,0.7275
0,1.0,2,0.7275
1,0.8,1,0.7272
1,0.8,2,0.7256
1,0.6,1,0.7282
1,0.6,2,0.7278
1,0.2,1,0.7265
1,0.2,2,0.7274
1,0.0,1,0.7282
1,0.0,2,0.7293
1,0.4,1,0.7224
1,0.4,2,0.7289
1,1.0,1,0.728
1,1.0,2,0.7276
2,0.8,1,0.726
2,0.8,2,0.7233
2,1.0,1,0.7267
2,1.0,2,0.7307
2,0.4,1,0.7275
2,0.4,2,0.7274
2,0.2,1,0.7259
2,0.2,2,0.7276
2,0.0,1,0.7282
2,0.0,2,0.7283
2,0.6,1,0.7267
2,0.6,2,0.7289
3,0.6,1,0.7299
3,0.6,2,0.7262
3,0.4,1,0.7268
3,0.4,2,0.7295
3,1.0,1,0.7241
3,1.0,2,0.7292
3,0.8,1,0.7271
3,0.8,2,0.7317
3,0.2,1,0.7257
3,0.2,2,0.7282
3,0.0,1,0.7257
3,0.0,2,0.7313
